epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
179,54846.9,1.14928,0.56343,0.83626,0.9306,0.8402,0.89595,0.61534,1.07814,0.50055,0.82128,0.0082378,0.0082378,0.0082378
180,55147.9,1.14604,0.5621,0.83552,0.92941,0.84074,0.89601,0.61523,1.07786,0.50054,0.82123,0.0082279,0.0082279,0.0082279
181,55449.3,1.14787,0.56264,0.8359,0.93051,0.83964,0.89601,0.61537,1.07738,0.50039,0.82119,0.008218,0.008218,0.008218
182,55752.9,1.14732,0.56086,0.83557,0.93052,0.83974,0.89615,0.61563,1.07704,0.50028,0.82113,0.0082081,0.0082081,0.0082081
183,56050.7,1.14842,0.56296,0.83597,0.93068,0.84007,0.8962,0.61565,1.07694,0.50021,0.8211,0.0081982,0.0081982,0.0081982
184,56347.4,1.15159,0.56408,0.83547,0.93147,0.83975,0.89624,0.61565,1.07685,0.50018,0.8211,0.0081883,0.0081883,0.0081883
185,56650.3,1.14819,0.5626,0.83561,0.93137,0.83931,0.89624,0.61557,1.07686,0.49997,0.82108,0.0081784,0.0081784,0.0081784
186,56950.4,1.14904,0.56229,0.83548,0.9318,0.83903,0.8962,0.61568,1.0766,0.50001,0.82106,0.0081685,0.0081685,0.0081685
187,57250.3,1.14791,0.5619,0.83597,0.93173,0.83901,0.89608,0.61574,1.07621,0.50011,0.82103,0.0081586,0.0081586,0.0081586
188,57559.6,1.14391,0.56033,0.83559,0.93318,0.83767,0.89614,0.61586,1.0762,0.49984,0.82103,0.0081487,0.0081487,0.0081487
189,57867.2,1.1472,0.56295,0.83543,0.9334,0.83843,0.8963,0.61581,1.0759,0.49967,0.82098,0.0081388,0.0081388,0.0081388
190,58168.2,1.14697,0.56141,0.83531,0.93205,0.8392,0.89625,0.61598,1.07588,0.49975,0.82095,0.0081289,0.0081289,0.0081289
191,58471.6,1.1478,0.56148,0.83537,0.93225,0.83881,0.89621,0.61628,1.07551,0.49956,0.8209,0.008119,0.008119,0.008119
192,58780,1.14651,0.5615,0.83562,0.93133,0.8396,0.89641,0.61648,1.07573,0.49942,0.82093,0.0081091,0.0081091,0.0081091
193,59090.3,1.14573,0.56149,0.8358,0.93215,0.83931,0.89674,0.61646,1.07556,0.49925,0.82089,0.0080992,0.0080992,0.0080992
194,59396.5,1.14365,0.56017,0.83504,0.93244,0.83928,0.89673,0.61629,1.07561,0.49903,0.82086,0.0080893,0.0080893,0.0080893
195,59701.4,1.1446,0.56111,0.83532,0.93231,0.83924,0.89682,0.6164,1.0754,0.49902,0.82085,0.0080794,0.0080794,0.0080794
196,60010.3,1.14162,0.5586,0.83525,0.9318,0.83966,0.89679,0.61664,1.07517,0.49889,0.82084,0.0080695,0.0080695,0.0080695
197,60316.9,1.1469,0.561,0.835,0.93139,0.84001,0.89676,0.61655,1.07495,0.49867,0.82079,0.0080596,0.0080596,0.0080596
198,60623.1,1.14152,0.55861,0.83466,0.93133,0.84035,0.89699,0.61659,1.07501,0.49878,0.82077,0.0080497,0.0080497,0.0080497
199,60927.6,1.14168,0.56025,0.83528,0.93161,0.84065,0.897,0.6166,1.07458,0.49869,0.82074,0.0080398,0.0080398,0.0080398
200,61229.3,1.14394,0.55987,0.83504,0.93179,0.84049,0.89698,0.61674,1.0742,0.49846,0.82075,0.0080299,0.0080299,0.0080299
201,61530.5,1.14053,0.55835,0.83475,0.93152,0.84073,0.89723,0.61671,1.07413,0.49818,0.82073,0.00802,0.00802,0.00802
202,61830,1.14308,0.55854,0.83501,0.93166,0.8409,0.89731,0.61678,1.07376,0.49822,0.82065,0.0080101,0.0080101,0.0080101
203,62131.2,1.14144,0.55823,0.83483,0.93202,0.84116,0.8976,0.61697,1.07355,0.498,0.82066,0.0080002,0.0080002,0.0080002
204,62433,1.14407,0.55977,0.83507,0.93407,0.84046,0.89768,0.61704,1.07355,0.49796,0.82063,0.0079903,0.0079903,0.0079903
205,62733.3,1.14469,0.56036,0.83496,0.93398,0.84066,0.89778,0.61692,1.07347,0.49789,0.8206,0.0079804,0.0079804,0.0079804
206,63038.9,1.13743,0.5577,0.83482,0.93302,0.84108,0.89737,0.61701,1.07339,0.49792,0.82055,0.0079705,0.0079705,0.0079705
207,63343.2,1.14092,0.55905,0.8348,0.93292,0.8413,0.89753,0.61679,1.07335,0.49776,0.82055,0.0079606,0.0079606,0.0079606
208,63648.2,1.1437,0.56013,0.83483,0.93285,0.84153,0.89801,0.61727,1.07317,0.49785,0.82055,0.0079507,0.0079507,0.0079507
209,63951.4,1.14183,0.55844,0.83433,0.93329,0.84107,0.8976,0.61728,1.07295,0.49769,0.82052,0.0079408,0.0079408,0.0079408
210,64258,1.14048,0.55737,0.83485,0.93305,0.84144,0.89769,0.61737,1.0728,0.49771,0.82051,0.0079309,0.0079309,0.0079309
211,64561.9,1.14114,0.55834,0.8345,0.93411,0.84096,0.89763,0.61763,1.07256,0.49765,0.8205,0.007921,0.007921,0.007921
212,64877.3,1.13889,0.55699,0.83418,0.93349,0.84204,0.89781,0.6178,1.07228,0.4975,0.82045,0.0079111,0.0079111,0.0079111
213,65186.6,1.14257,0.55918,0.8349,0.93326,0.84181,0.89784,0.61803,1.07216,0.49732,0.82042,0.0079012,0.0079012,0.0079012
214,65493.4,1.1426,0.55961,0.83462,0.93328,0.8419,0.8983,0.61838,1.07216,0.49736,0.82038,0.0078913,0.0078913,0.0078913
215,65801.1,1.14357,0.55915,0.83479,0.93313,0.84177,0.89833,0.61839,1.07176,0.49702,0.82035,0.0078814,0.0078814,0.0078814
216,66107.8,1.1431,0.55973,0.83542,0.93348,0.84157,0.89803,0.61814,1.0717,0.49715,0.82034,0.0078715,0.0078715,0.0078715
217,66414.2,1.14013,0.55699,0.83435,0.93269,0.84169,0.89793,0.61839,1.0717,0.49694,0.8203,0.0078616,0.0078616,0.0078616
218,66723,1.1388,0.55656,0.83379,0.93341,0.84139,0.89781,0.61816,1.0714,0.49705,0.82026,0.0078517,0.0078517,0.0078517
219,67034,1.14135,0.558,0.83439,0.93318,0.84201,0.89761,0.61812,1.07114,0.4971,0.82021,0.0078418,0.0078418,0.0078418
220,67347.9,1.13831,0.55669,0.8345,0.93347,0.84152,0.89767,0.61827,1.07121,0.49707,0.82025,0.0078319,0.0078319,0.0078319
221,67671.9,1.14016,0.55662,0.834,0.93445,0.84098,0.89814,0.61834,1.07122,0.49713,0.82026,0.007822,0.007822,0.007822
222,67977.8,1.1408,0.55773,0.83446,0.93358,0.84156,0.8981,0.61851,1.07073,0.49667,0.82019,0.0078121,0.0078121,0.0078121
223,68280.3,1.13598,0.55531,0.83382,0.93402,0.84109,0.89825,0.61871,1.07068,0.49644,0.82015,0.0078022,0.0078022,0.0078022
224,68586,1.13939,0.55727,0.83394,0.9331,0.84196,0.89844,0.61878,1.07077,0.49641,0.82012,0.0077923,0.0077923,0.0077923
225,68901.1,1.13619,0.55514,0.83405,0.93332,0.84184,0.89844,0.61896,1.07024,0.49629,0.82008,0.0077824,0.0077824,0.0077824
226,69208.8,1.13935,0.55721,0.83418,0.93291,0.8418,0.89856,0.61903,1.07018,0.49625,0.82006,0.0077725,0.0077725,0.0077725
227,69517.6,1.13869,0.5575,0.83449,0.93304,0.8422,0.89894,0.61905,1.06999,0.49626,0.82003,0.0077626,0.0077626,0.0077626
228,69827.3,1.13545,0.55578,0.83427,0.93295,0.84214,0.89891,0.61915,1.06989,0.49626,0.81999,0.0077527,0.0077527,0.0077527
229,70137.8,1.13607,0.55533,0.83432,0.93386,0.84212,0.89885,0.61946,1.06987,0.49628,0.81997,0.0077428,0.0077428,0.0077428
230,70448.8,1.13862,0.55643,0.83367,0.93337,0.84229,0.89899,0.61954,1.06964,0.49609,0.81997,0.0077329,0.0077329,0.0077329
231,70766.9,1.13457,0.55576,0.83379,0.93314,0.84259,0.89905,0.61964,1.06945,0.49622,0.81991,0.007723,0.007723,0.007723
232,71086.6,1.13705,0.55575,0.83347,0.93406,0.8421,0.89918,0.61966,1.06917,0.49633,0.81988,0.0077131,0.0077131,0.0077131
233,71413.5,1.13582,0.55516,0.83336,0.93385,0.84235,0.89927,0.61988,1.06906,0.49648,0.81988,0.0077032,0.0077032,0.0077032
234,71733.6,1.13741,0.55617,0.83377,0.93337,0.84266,0.89927,0.6201,1.06894,0.49634,0.81983,0.0076933,0.0076933,0.0076933
235,72051.3,1.13718,0.55599,0.83392,0.93389,0.84231,0.89922,0.61979,1.06885,0.49626,0.81986,0.0076834,0.0076834,0.0076834
236,72370.2,1.13405,0.55429,0.83389,0.93275,0.8433,0.89916,0.61996,1.06872,0.49605,0.81986,0.0076735,0.0076735,0.0076735
237,72688.4,1.135,0.55455,0.83301,0.93319,0.84294,0.89908,0.62004,1.06843,0.49586,0.81978,0.0076636,0.0076636,0.0076636
238,73006.2,1.13403,0.55445,0.83338,0.93306,0.84279,0.89892,0.62003,1.06843,0.49602,0.81976,0.0076537,0.0076537,0.0076537
239,73325.7,1.1335,0.55385,0.83337,0.93284,0.84287,0.89883,0.62011,1.06823,0.49598,0.81972,0.0076438,0.0076438,0.0076438
240,73642.4,1.13443,0.55506,0.83391,0.93241,0.84315,0.89948,0.62018,1.06817,0.49562,0.81976,0.0076339,0.0076339,0.0076339
241,73954.3,1.13609,0.55522,0.83357,0.93275,0.84327,0.8996,0.62018,1.06767,0.49562,0.81971,0.007624,0.007624,0.007624
242,74265.8,1.13103,0.55314,0.83354,0.93286,0.84339,0.89944,0.6201,1.06766,0.49549,0.81966,0.0076141,0.0076141,0.0076141
243,74574.2,1.13485,0.55441,0.83385,0.93194,0.84362,0.89921,0.62017,1.06727,0.4956,0.81963,0.0076042,0.0076042,0.0076042
244,74881.3,1.13322,0.55445,0.83327,0.93252,0.8437,0.8993,0.62037,1.06691,0.49551,0.81955,0.0075943,0.0075943,0.0075943
245,75184.8,1.13486,0.55415,0.83375,0.93258,0.84398,0.89926,0.62047,1.06699,0.4953,0.81954,0.0075844,0.0075844,0.0075844
246,75481.9,1.13221,0.55307,0.83346,0.9318,0.84421,0.89888,0.62028,1.0669,0.49527,0.81956,0.0075745,0.0075745,0.0075745
247,75789.8,1.13618,0.55499,0.83348,0.93188,0.84452,0.89908,0.62041,1.06693,0.49509,0.81952,0.0075646,0.0075646,0.0075646
248,76100.6,1.13568,0.55468,0.83308,0.93192,0.84408,0.89947,0.6204,1.06679,0.49503,0.81949,0.0075547,0.0075547,0.0075547
249,76413.1,1.13128,0.55239,0.83288,0.93216,0.84422,0.89871,0.62048,1.0666,0.49481,0.81946,0.0075448,0.0075448,0.0075448
250,76727.9,1.13545,0.55504,0.83311,0.93301,0.84355,0.89846,0.6206,1.06686,0.49503,0.81945,0.0075349,0.0075349,0.0075349
251,77045.5,1.13061,0.55251,0.83296,0.93364,0.84321,0.89857,0.62103,1.06669,0.4951,0.81947,0.007525,0.007525,0.007525
252,77351.7,1.13427,0.55469,0.83371,0.93248,0.84384,0.89921,0.62119,1.06658,0.49512,0.81945,0.0075151,0.0075151,0.0075151
253,77657.3,1.13244,0.55352,0.83322,0.93337,0.84343,0.89919,0.62127,1.06609,0.49478,0.81941,0.0075052,0.0075052,0.0075052
254,77958,1.12569,0.55033,0.83301,0.93411,0.84319,0.89904,0.62116,1.06596,0.49487,0.81934,0.0074953,0.0074953,0.0074953
255,78263.8,1.13105,0.55249,0.83316,0.93381,0.84327,0.8989,0.62112,1.06595,0.49452,0.81932,0.0074854,0.0074854,0.0074854
256,78573.9,1.13252,0.55308,0.83286,0.93392,0.84257,0.89945,0.62136,1.06589,0.49455,0.81933,0.0074755,0.0074755,0.0074755
257,78879.6,1.13263,0.55272,0.83306,0.93359,0.8427,0.89952,0.62153,1.06604,0.49426,0.81934,0.0074656,0.0074656,0.0074656
258,79187.1,1.12967,0.5517,0.83247,0.93309,0.84351,0.89936,0.62134,1.06588,0.4942,0.81934,0.0074557,0.0074557,0.0074557
259,79494,1.13275,0.55246,0.83325,0.93349,0.84354,0.89894,0.6217,1.06548,0.49431,0.81933,0.0074458,0.0074458,0.0074458
260,79799.1,1.12941,0.5523,0.83313,0.93385,0.84308,0.89941,0.62189,1.06536,0.49412,0.81931,0.0074359,0.0074359,0.0074359
261,80104.9,1.13006,0.55217,0.83298,0.93347,0.84287,0.89919,0.62196,1.06558,0.49418,0.81936,0.007426,0.007426,0.007426
262,80416.4,1.13066,0.55319,0.83255,0.93323,0.8432,0.89934,0.62192,1.06563,0.49404,0.81931,0.0074161,0.0074161,0.0074161
263,80743.9,1.12749,0.55099,0.83245,0.93237,0.84386,0.89941,0.62224,1.06523,0.49374,0.8192,0.0074062,0.0074062,0.0074062
264,81068.7,1.13339,0.55259,0.83223,0.93316,0.8434,0.89931,0.62219,1.06513,0.49373,0.81919,0.0073963,0.0073963,0.0073963
265,81397.1,1.12788,0.55094,0.83321,0.93351,0.84342,0.89952,0.62188,1.06514,0.49367,0.81917,0.0073864,0.0073864,0.0073864
266,81717.3,1.12829,0.55148,0.8327,0.93306,0.84319,0.89969,0.62213,1.06504,0.49366,0.81915,0.0073765,0.0073765,0.0073765
267,82039.3,1.12727,0.55109,0.83232,0.93408,0.84246,0.89956,0.6224,1.06472,0.49352,0.81914,0.0073666,0.0073666,0.0073666
268,82363.3,1.12878,0.55109,0.832,0.93392,0.84237,0.8994,0.62246,1.0648,0.49348,0.81911,0.0073567,0.0073567,0.0073567
269,82686.5,1.12899,0.55126,0.83242,0.93343,0.84258,0.89944,0.62241,1.06467,0.49294,0.81913,0.0073468,0.0073468,0.0073468
270,83010.8,1.12717,0.55042,0.83377,0.93334,0.84277,0.89964,0.62243,1.06462,0.49268,0.81911,0.0073369,0.0073369,0.0073369
271,83327.3,1.12869,0.55011,0.83238,0.93358,0.84246,0.89958,0.6225,1.06429,0.49281,0.81909,0.007327,0.007327,0.007327
272,83622,1.12812,0.55089,0.8328,0.93408,0.84223,0.89969,0.62243,1.06432,0.49271,0.81915,0.0073171,0.0073171,0.0073171
273,83917.1,1.12709,0.55043,0.83233,0.93385,0.84289,0.8996,0.62241,1.06437,0.49291,0.81912,0.0073072,0.0073072,0.0073072
274,84219.3,1.12831,0.54977,0.83207,0.93412,0.84274,0.89972,0.62233,1.06432,0.49298,0.81917,0.0072973,0.0072973,0.0072973
275,84527.3,1.12615,0.54992,0.83204,0.93365,0.84328,0.89975,0.62259,1.06412,0.49271,0.81911,0.0072874,0.0072874,0.0072874
276,84837,1.12664,0.5502,0.83225,0.93426,0.84265,0.89957,0.62255,1.06394,0.49261,0.81909,0.0072775,0.0072775,0.0072775
277,85145.9,1.1272,0.54971,0.83229,0.9356,0.84236,0.89966,0.62227,1.0638,0.49246,0.81903,0.0072676,0.0072676,0.0072676
278,85454.4,1.12661,0.54928,0.83227,0.93576,0.84246,0.89975,0.6226,1.06366,0.49248,0.81903,0.0072577,0.0072577,0.0072577
279,85757.9,1.12249,0.54799,0.83245,0.93633,0.84243,0.9,0.62267,1.0635,0.49227,0.81901,0.0072478,0.0072478,0.0072478
280,86072,1.12735,0.54972,0.83216,0.93596,0.84269,0.90014,0.6227,1.06312,0.49234,0.81893,0.0072379,0.0072379,0.0072379
281,86380,1.12782,0.54928,0.83181,0.93554,0.8424,0.90006,0.62247,1.06284,0.49254,0.81888,0.007228,0.007228,0.007228
282,86687.1,1.12562,0.54914,0.83186,0.93455,0.84354,0.90031,0.62258,1.06256,0.4925,0.81877,0.0072181,0.0072181,0.0072181
283,86992.6,1.12396,0.54866,0.83184,0.93448,0.84418,0.90033,0.62274,1.0623,0.49251,0.81874,0.0072082,0.0072082,0.0072082
284,87293.3,1.12254,0.54806,0.83218,0.93491,0.84343,0.89994,0.62285,1.06195,0.49232,0.8187,0.0071983,0.0071983,0.0071983
285,87602.5,1.12438,0.54906,0.83208,0.93453,0.84397,0.90061,0.62289,1.06206,0.49224,0.81869,0.0071884,0.0071884,0.0071884
286,87912.8,1.12696,0.54992,0.83268,0.93442,0.84438,0.89999,0.62276,1.0619,0.49241,0.8187,0.0071785,0.0071785,0.0071785
287,88223.8,1.12194,0.54722,0.83194,0.93479,0.8441,0.90022,0.62307,1.06179,0.49221,0.81867,0.0071686,0.0071686,0.0071686
288,88537.7,1.12679,0.54968,0.83176,0.93534,0.84318,0.90013,0.62307,1.06193,0.49226,0.81874,0.0071587,0.0071587,0.0071587
289,88845.6,1.12223,0.54747,0.83164,0.93429,0.84379,0.90021,0.6229,1.06213,0.49241,0.81873,0.0071488,0.0071488,0.0071488
290,89149.7,1.12328,0.54714,0.83152,0.93394,0.8444,0.90025,0.62293,1.06207,0.49258,0.81867,0.0071389,0.0071389,0.0071389
291,89457.8,1.12642,0.54934,0.83205,0.93425,0.84395,0.90039,0.62299,1.06191,0.49214,0.81864,0.007129,0.007129,0.007129
292,89755.4,1.12487,0.54799,0.83184,0.93429,0.84382,0.90054,0.6232,1.06169,0.49197,0.8186,0.0071191,0.0071191,0.0071191
293,90052.8,1.12319,0.5482,0.83199,0.9341,0.844,0.90048,0.62299,1.06184,0.49195,0.8186,0.0071092,0.0071092,0.0071092
294,90352.8,1.12676,0.54873,0.83189,0.93319,0.84448,0.90063,0.62304,1.0616,0.49182,0.81859,0.0070993,0.0070993,0.0070993
295,90650.6,1.12032,0.54631,0.83218,0.9339,0.84394,0.90036,0.623,1.06151,0.49178,0.81858,0.0070894,0.0070894,0.0070894
296,90953.3,1.12173,0.54747,0.8316,0.93383,0.84399,0.90065,0.62298,1.06122,0.49139,0.81857,0.0070795,0.0070795,0.0070795
297,91261.7,1.1253,0.54919,0.83193,0.93316,0.84434,0.90053,0.62282,1.06139,0.49133,0.81861,0.0070696,0.0070696,0.0070696
298,91563.1,1.12187,0.54745,0.83163,0.93369,0.84458,0.90066,0.62304,1.06134,0.49124,0.81856,0.0070597,0.0070597,0.0070597
299,91856.5,1.12375,0.54804,0.8316,0.93323,0.84504,0.9005,0.62298,1.06142,0.49125,0.81854,0.0070498,0.0070498,0.0070498
300,92155.1,1.12414,0.54849,0.83155,0.9337,0.84445,0.90062,0.62309,1.06135,0.49117,0.8186,0.0070399,0.0070399,0.0070399
301,92460.3,1.1194,0.54622,0.83113,0.93275,0.84505,0.90055,0.62299,1.06157,0.49112,0.81858,0.00703,0.00703,0.00703
302,92775.6,1.12147,0.54672,0.8322,0.93414,0.84452,0.90069,0.62304,1.06145,0.49082,0.81858,0.0070201,0.0070201,0.0070201
303,93095.5,1.12261,0.5481,0.83168,0.93352,0.84527,0.90077,0.62318,1.06117,0.49058,0.81859,0.0070102,0.0070102,0.0070102
304,93423.7,1.12128,0.54724,0.83173,0.93371,0.84518,0.90072,0.62334,1.06105,0.49058,0.81856,0.0070003,0.0070003,0.0070003
305,93748.9,1.12044,0.5465,0.83103,0.93396,0.84512,0.90108,0.62344,1.06086,0.49072,0.81857,0.0069904,0.0069904,0.0069904
306,94077.9,1.12031,0.54615,0.8313,0.93421,0.84483,0.90106,0.62368,1.06061,0.49077,0.81853,0.0069805,0.0069805,0.0069805
307,94409,1.11838,0.54622,0.8314,0.9345,0.84423,0.90084,0.62344,1.06039,0.49074,0.81851,0.0069706,0.0069706,0.0069706
308,94730.6,1.12234,0.54654,0.83161,0.93514,0.84435,0.90102,0.62362,1.06043,0.49037,0.8185,0.0069607,0.0069607,0.0069607
309,95059.6,1.1209,0.54657,0.83151,0.93576,0.8435,0.90072,0.6235,1.0605,0.4903,0.81852,0.0069508,0.0069508,0.0069508
310,95394.7,1.12196,0.5461,0.83126,0.93558,0.84418,0.90067,0.62342,1.06064,0.49043,0.81853,0.0069409,0.0069409,0.0069409
311,95732.4,1.11897,0.54646,0.83095,0.93603,0.8442,0.90088,0.6236,1.0603,0.49058,0.8185,0.006931,0.006931,0.006931
312,96060.1,1.11547,0.54448,0.83076,0.93574,0.84399,0.901,0.6236,1.06028,0.49073,0.8185,0.0069211,0.0069211,0.0069211
313,96391.2,1.11863,0.545,0.83137,0.93463,0.84486,0.90092,0.62335,1.06045,0.49067,0.81853,0.0069112,0.0069112,0.0069112
314,96719.8,1.11476,0.54377,0.83159,0.93461,0.84482,0.90089,0.62335,1.06016,0.49074,0.81849,0.0069013,0.0069013,0.0069013
315,97032.2,1.11872,0.54494,0.83157,0.93481,0.84481,0.90106,0.62396,1.06014,0.49064,0.81849,0.0068914,0.0068914,0.0068914
316,97340.5,1.12013,0.54503,0.83074,0.93435,0.84506,0.90107,0.62386,1.06014,0.49073,0.81847,0.0068815,0.0068815,0.0068815
317,97646.8,1.11479,0.54355,0.8307,0.93424,0.84548,0.90115,0.62368,1.05984,0.49068,0.81841,0.0068716,0.0068716,0.0068716
318,97951.7,1.11511,0.54411,0.83103,0.93414,0.84532,0.9013,0.62411,1.05937,0.49025,0.81833,0.0068617,0.0068617,0.0068617
319,98259.3,1.11896,0.54489,0.83022,0.93433,0.84531,0.90152,0.62399,1.05915,0.49014,0.81828,0.0068518,0.0068518,0.0068518
320,98565.2,1.11535,0.54402,0.83087,0.93396,0.84538,0.90131,0.62406,1.05885,0.49029,0.81825,0.0068419,0.0068419,0.0068419
321,98872.7,1.11689,0.54454,0.83028,0.93349,0.846,0.90161,0.62448,1.05877,0.49009,0.81822,0.006832,0.006832,0.006832
322,99195.6,1.12018,0.5455,0.83075,0.93323,0.84663,0.90166,0.62425,1.05852,0.48998,0.81818,0.0068221,0.0068221,0.0068221
323,99505.6,1.11549,0.54442,0.83048,0.93364,0.84593,0.90168,0.62458,1.05824,0.49001,0.81814,0.0068122,0.0068122,0.0068122
324,99818.4,1.11502,0.54399,0.83104,0.93387,0.84571,0.90163,0.62475,1.05775,0.48994,0.81808,0.0068023,0.0068023,0.0068023
325,100115,1.11845,0.54511,0.83118,0.93415,0.84541,0.90168,0.62462,1.05753,0.48976,0.81801,0.0067924,0.0067924,0.0067924
326,100416,1.11638,0.54475,0.83037,0.93364,0.8455,0.90162,0.62473,1.05717,0.48978,0.81801,0.0067825,0.0067825,0.0067825
327,100719,1.1148,0.54382,0.83026,0.93376,0.84546,0.90149,0.62457,1.05706,0.48977,0.81792,0.0067726,0.0067726,0.0067726
328,101016,1.11139,0.5414,0.83016,0.93422,0.84522,0.90175,0.62483,1.05687,0.48953,0.8179,0.0067627,0.0067627,0.0067627
329,101305,1.11479,0.5434,0.8311,0.93376,0.8454,0.90168,0.6247,1.05619,0.48938,0.81782,0.0067528,0.0067528,0.0067528
330,101620,1.11439,0.54345,0.83067,0.93392,0.84577,0.90139,0.62473,1.05617,0.4895,0.81782,0.0067429,0.0067429,0.0067429
331,101941,1.11205,0.54214,0.83044,0.93398,0.84552,0.90133,0.62479,1.05606,0.48934,0.81783,0.006733,0.006733,0.006733
332,102243,1.11746,0.54345,0.83022,0.93432,0.84546,0.90139,0.6251,1.05588,0.48933,0.81784,0.0067231,0.0067231,0.0067231
333,102538,1.11603,0.54328,0.83039,0.93419,0.84543,0.90164,0.62481,1.05575,0.48903,0.81782,0.0067132,0.0067132,0.0067132
334,102836,1.11521,0.5436,0.83092,0.93382,0.84561,0.9016,0.62519,1.05554,0.48908,0.81772,0.0067033,0.0067033,0.0067033
335,103139,1.11331,0.54222,0.83039,0.93292,0.84628,0.90152,0.62492,1.05548,0.48908,0.81776,0.0066934,0.0066934,0.0066934
336,103442,1.11604,0.54355,0.83034,0.93256,0.84655,0.90154,0.62499,1.0557,0.48902,0.81777,0.0066835,0.0066835,0.0066835
337,103754,1.11289,0.54276,0.83022,0.93283,0.84674,0.90183,0.6251,1.05543,0.48882,0.8177,0.0066736,0.0066736,0.0066736
338,104074,1.11077,0.5411,0.83076,0.933,0.8469,0.90179,0.62513,1.05522,0.48876,0.81772,0.0066637,0.0066637,0.0066637
